d,n,k,theta,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
480,1023,341,1.287013045498018,173.56322077502637,3292694,0.452632736039436,dw,74,74,1608,1792,66862,669670,3064,22024,1164
488,1023,341,1.2866955725847147,176.0079682462284,3183865,0.45307608908644,dw,75,75,1609,1812,66884,673002,3064,22032,1172
496,1023,341,1.2858071143415095,178.45322399812093,2898655,0.453499117356645,dw,76,76,1610,1832,66906,676374,3064,22040,1180
504,1023,341,1.2849545329866616,180.89996801517435,2649781,0.453910417470426,dw,77,77,1611,1852,66928,679786,3064,22048,1188
512,1023,341,1.2841250553405277,183.348469208708,2428836,0.454310702237563,dw,78,78,1612,1872,66950,683238,3064,22056,1196
520,1023,341,1.2855188753837097,185.78983871437632,2811911,0.454727340350078,dw,80,80,1614,1912,66994,690262,3064,22072,1212
528,1023,341,1.2852464947372009,188.232717306164,2732411,0.455113892235113,dw,81,81,1615,1932,67016,693834,3064,22080,1220
536,1023,341,1.2849730692385606,190.67671682344633,2654945,0.45549128116764,dw,82,82,1616,1952,67038,697446,3064,22088,1228
544,1023,341,1.2847166237081207,193.1185864283665,2584354,0.455860335229324,dw,83,83,1617,1972,67060,701098,3064,22096,1236
552,1023,341,1.2844644766884508,195.56011925649923,2516840,0.456221460781876,dw,84,84,1618,1992,67082,704790,3064,22104,1244
560,1023,341,1.28419807521069,198.00840342335005,2447491,0.456574946192266,dw,86,86,1620,2032,67126,712294,3064,22120,1260
568,1023,341,1.2839582316644593,200.4493357946669,2386748,0.456921725458054,dw,87,87,1621,2052,67148,716106,3064,22128,1268
576,1023,341,1.2837240055487156,202.88996606412738,2328933,0.45726196584345,dw,88,88,1622,2072,67170,719958,3064,22136,1276
584,1023,341,1.2834945546850065,205.3303049941758,2273702,0.457596030257754,dw,89,89,1623,2092,67192,723850,3064,22144,1284
592,1023,341,1.2832707871830915,207.77036285857935,2221145,0.45792426528579,dw,90,90,1624,2112,67214,727782,3064,22152,1292
600,1023,341,1.2830516747389904,210.21014944816068,2170900,0.45824696174983,dw,91,91,1625,2132,67236,731754,3064,22160,1300
608,1023,341,1.282839837620506,212.6496740798678,2123443,0.458564422157371,dw,92,92,1626,2152,67258,735766,3064,22168,1308
616,1023,341,1.2826322250015592,215.08894566324224,2077973,0.458876856120313,dw,93,93,1627,2172,67280,739818,3064,22176,1316
624,1023,341,1.2824076273219758,217.53535042236012,2029918,0.459184240081688,dw,95,95,1629,2212,67324,748042,3064,22192,1332
632,1023,341,1.2815515799561323,219.96879964175324,1857065,0.459479716325534,dw,95,95,1629,2212,67324,748042,3064,22192,1332
640,1023,341,1.2820124221606275,222.41276134946244,1948135,0.45978583001694,dw,97,97,1631,2252,67368,756426,3064,22208,1348
648,1023,341,1.2818213811334143,224.85112975372672,1909833,0.460080135716314,dw,98,98,1632,2272,67390,760678,3064,22216,1356
656,1023,341,1.2816362528151863,227.28928284164778,1873460,0.460370326625152,dw,99,99,1633,2292,67412,764970,3064,22224,1364
664,1023,341,1.2814513311602747,229.7272272003066,1837844,0.460656463564362,dw,100,100,1634,2312,67434,769302,3064,22232,1372
672,1023,341,1.281272763473247,232.16496913023212,1804118,0.460938729320279,dw,101,101,1635,2332,67456,773674,3064,22240,1380
680,1023,341,1.281095252593767,234.60251460241003,1771226,0.461217163702385,dw,102,102,1636,2352,67478,778086,3064,22248,1388
688,1023,341,1.280883161103997,237.03987784609612,1732740,0.461491449730254,dw,103,103,1637,2372,67500,782538,3064,22256,1396
696,1023,341,1.2803271133906087,239.4780247313262,1635900,0.461758137523433,dw,104,104,1638,2392,67522,787030,3064,22264,1404
704,1023,341,1.2805727791304102,241.92169524887436,1677974,0.462030368152133,dw,106,106,1640,2432,67566,796134,3064,22280,1420
712,1023,341,1.2804097633142852,244.35853110038065,1649932,0.462294396506349,dw,107,107,1641,2452,67588,800746,3064,22288,1428
720,1023,341,1.280251597110701,246.79519549981558,1623188,0.462554996588188,dw,108,108,1642,2472,67610,805398,3064,22296,1436
728,1023,341,1.2800944841378878,249.2316928128789,1597067,0.46281217567373,dw,109,109,1643,2492,67632,810090,3064,22304,1444
736,1023,341,1.2799399438067505,251.66821402882195,1571798,0.463113569028019,dw,110,110,1644,2512,67654,814822,3064,22312,1452
744,1023,341,1.2797925139397333,254.1042037306652,1548078,0.463316820781575,dw,111,111,1645,2532,67676,819594,3064,22320,1460
752,1023,341,1.2796427905274295,256.5402227316409,1524369,0.463563732175976,dw,112,112,1646,2552,67698,824406,3064,22328,1468
760,1023,341,1.2794802494160151,258.9839205760336,1499056,0.463807528752401,dw,114,114,1648,2592,67742,834150,3064,22344,1484
768,1023,341,1.279338479090557,261.41965829361317,1477333,0.464048312130837,dw,115,115,1649,2612,67764,839082,3064,22352,1492
776,1023,341,1.2791983699624834,263.85525035691825,1456186,0.464285893885555,dw,116,116,1650,2632,67786,844054,3064,22360,1500
784,1023,341,1.2790635553710632,266.29069979995916,1436134,0.464520339923473,dw,117,117,1651,2652,67808,849066,3064,22368,1508
792,1023,341,1.278927816132728,268.72600949701945,1416233,0.464751603901766,dw,118,118,1652,2672,67830,854118,3064,22376,1516
800,1023,341,1.2787958693271055,271.16118222187225,1397163,0.464979760482839,dw,119,119,1653,2692,67852,859210,3064,22384,1524
808,1023,341,1.2786646596647406,273.59622054456526,1378463,0.465204796251635,dw,120,120,1654,2712,67874,864342,3064,22392,1532
816,1023,341,1.278535548726149,276.0311269627693,1360315,0.465426746110275,dw,121,121,1655,2732,67896,869514,3064,22400,1540
824,1023,341,1.2784091001948525,278.4659038119013,1342781,0.465645635237095,dw,122,122,1656,2752,67918,874726,3064,22408,1548
832,1023,341,1.2782710170603515,280.908532377551,1323902,0.465861325054122,dw,124,124,1658,2792,67962,885270,3064,22424,1564
840,1023,341,1.2781500166370254,283.3430686913596,1307585,0.466074149420155,dw,125,125,1659,2812,67984,890602,3064,22432,1572
848,1023,341,1.2780299835085607,285.7774812752161,1291604,0.46628394876705,dw,126,126,1660,2832,68006,895974,3064,22440,1580
856,1023,341,1.277910438808904,288.2117720668176,1275889,0.466490735864736,dw,127,127,1661,2852,68028,901386,3064,22448,1588
864,1023,341,1.2777955852880782,290.64594285522986,1260978,0.466694574147242,dw,128,128,1662,2872,68050,906838,3064,22456,1596
872,1023,341,1.2776822962106595,293.07999540943456,1246447,0.466895447656753,dw,129,129,1663,2892,68072,912330,3064,22464,1604
880,1023,341,1.2775700178118126,295.5139313609986,1232217,0.467093368809525,dw,130,130,1664,2912,68094,917862,3064,22472,1612
888,1023,341,1.277458922361623,297.9477522795288,1218303,0.467288358181354,dw,131,131,1665,2932,68116,923434,3064,22480,1620
896,1023,341,1.2773339594157114,300.38146192012897,1202846,0.46748027590991,dw,132,132,1666,2952,68138,929046,3064,22488,1628
904,1023,341,1.276943065471073,302.81588655314295,1155797,0.467666494924672,dw,133,133,1667,2972,68160,934698,3064,22496,1636
912,1023,341,1.277122520503026,305.2566248744098,1177155,0.467855822288879,dw,135,135,1669,3012,68204,946122,3064,22512,1652
920,1023,341,1.2770187029015794,307.69000688390315,1164750,0.46803930723866,dw,136,136,1670,3032,68226,951894,3064,22520,1660
928,1023,341,1.2769165147300192,310.1232802567441,1152671,0.468219964960173,dw,137,137,1671,3052,68248,957706,3064,22528,1668
936,1023,341,1.276816544066373,312.5564461875722,1140981,0.468397822989479,dw,138,138,1672,3072,68270,963558,3064,22536,1676
944,1023,341,1.276715768460274,314.98950580871895,1129321,0.468572872544275,dw,139,139,1673,3092,68292,969450,3064,22544,1684
952,1023,341,1.2766182852350967,317.42246020433555,1118159,0.468745178151613,dw,140,140,1674,3112,68314,975382,3064,22552,1692
960,1023,341,1.2765221651138254,319.85531042790126,1107266,0.468914743319312,dw,141,141,1675,3132,68336,981354,3064,22560,1700
968,1023,341,1.2763775737446266,322.28808304097885,1091086,0.469081095997176,dw,142,142,1676,3152,68358,987366,3064,22568,1708
976,1023,341,1.276319897797199,324.72883557230267,1084700,0.46924560880023,dw,144,144,1678,3192,68402,999510,3064,22584,1724
984,1023,341,1.276227519581037,327.1613824821542,1074554,0.469407095472748,dw,145,145,1679,3212,68424,1005642,3064,22592,1732
992,1023,341,1.2761362875092341,329.59382862700335,1064630,0.469565938231932,dw,146,146,1680,3232,68446,1011814,3064,22600,1740
1000,1023,341,1.2760468144150614,332.0261748627566,1054989,0.469722168993104,dw,147,147,1681,3252,68468,1018026,3064,22608,1748
1008,1023,341,1.2759591837571864,334.45842202833967,1045635,0.469875814906119,dw,148,148,1682,3272,68490,1024278,3064,22616,1756
1016,1023,341,1.275870699220771,336.89057091485705,1036277,0.47002687721606,dw,149,149,1683,3292,68512,1030570,3064,22624,1764
1024,2047,682,1.274655596664481,340.0470908345287,125524962654,0.474436124632619,dw,150,150,3220,3372,134060,1764690,6136,44136,1898
