d,n,k,theta,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
544,1023,341,1.2991072505425671,188.5159145478137,12199107,0.456023552465552,t_count,87,87,1621,2052,67148,716106,3064,22128,1268
552,1023,341,1.2986540309995491,190.95157062194954,11602899,0.456381723364186,t_count,88,88,1622,2072,67170,719958,3064,22136,1276
560,1023,341,1.298212424557401,193.38686985919756,11050861,0.456732671298199,t_count,89,89,1623,2092,67192,723850,3064,22144,1284
568,1023,341,1.2977848915036314,195.8218228391024,10542214,0.457076864221126,t_count,90,90,1624,2112,67214,727782,3064,22152,1292
576,1023,341,1.2973646150545568,198.25643962642425,10065726,0.457414627134681,t_count,91,91,1625,2132,67236,731754,3064,22160,1300
584,1023,341,1.2969495643744804,200.69092765072827,9616953,0.457746298272995,t_count,92,92,1626,2152,67258,735766,3064,22168,1308
592,1023,341,1.296552168661013,203.12451986638112,9206612,0.458072336061038,t_count,93,93,1627,2172,67280,739818,3064,22176,1316
600,1023,341,1.2961630922804257,205.55827557626935,8822355,0.458392929723139,t_count,95,95,1629,2212,67324,748042,3064,22192,1332
608,1023,341,1.2957858421401465,207.9912464182695,8465576,0.458708386685655,t_count,96,96,1630,2232,67346,752214,3064,22200,1340
616,1023,341,1.2954188409541707,210.42392181678616,8132774,0.459018919301992,t_count,97,97,1631,2252,67368,756426,3064,22208,1348
624,1023,341,1.2950605357191578,212.85631132672552,7820880,0.459324725167972,t_count,98,98,1632,2272,67390,760678,3064,22216,1356
632,1023,341,1.294709448310277,215.28842408035646,7527240,0.459625978510819,t_count,99,99,1633,2292,67412,764970,3064,22224,1364
640,1023,341,1.294366714013934,217.7202688381427,7251560,0.459922861801099,t_count,100,100,1634,2312,67434,769302,3064,22232,1372
648,1023,341,1.2940339543927948,220.15185395702537,6993874,0.460215544824998,t_count,101,101,1635,2332,67456,773674,3064,22240,1380
656,1023,341,1.2937088814947386,222.58318746195735,6751266,0.460504139247073,t_count,102,102,1636,2352,67478,778086,3064,22248,1388
664,1023,341,1.2933876831437954,225.01475459023865,6520081,0.460788725829588,t_count,104,104,1638,2392,67522,787030,3064,22264,1404
672,1023,341,1.2930763658980449,227.44560729285473,6303808,0.461069476932115,t_count,105,105,1639,2412,67544,791562,3064,22272,1412
680,1023,341,1.2927725247363038,229.87623035938304,6099871,0.461346466043774,t_count,106,106,1640,2432,67566,796134,3064,22280,1420
688,1023,341,1.2924727715577589,232.30663047194304,5905352,0.461619740884455,t_count,107,107,1641,2452,67588,800746,3064,22288,1428
696,1023,341,1.2921824104758726,234.73681400208054,5723035,0.461889436314695,t_count,108,108,1642,2472,67610,805398,3064,22296,1436
704,1023,341,1.2918966560498844,237.16678708173473,5549286,0.462155569756686,t_count,109,109,1643,2492,67632,810090,3064,22304,1444
712,1023,341,1.29161856866872,239.59655551611726,5385429,0.462418235474445,t_count,110,110,1644,2512,67654,814822,3064,22312,1452
720,1023,341,1.291347124176416,242.02612490113128,5230306,0.462677477337449,t_count,111,111,1645,2532,67676,819594,3064,22320,1460
728,1023,341,1.2910765620993931,244.4559764754283,5080279,0.462933282725328,t_count,113,113,1647,2572,67720,829258,3064,22336,1476
736,1023,341,1.2908159864747009,246.8851632469352,4939993,0.463185793267428,t_count,114,114,1648,2592,67742,834150,3064,22344,1484
744,1023,341,1.2905581720021442,249.3141661829785,4805131,0.463434971205613,t_count,115,115,1649,2612,67764,839082,3064,22352,1492
752,1023,341,1.2903072801499929,251.74298992413787,4677542,0.463680896856412,t_count,116,116,1650,2632,67786,844054,3064,22360,1500
760,1023,341,1.2900609481522598,254.17163888430215,4555678,0.463923577411539,t_count,117,117,1651,2652,67808,849066,3064,22368,1508
768,1023,341,1.2898184662666665,256.60011727961046,4438923,0.464163034942117,t_count,118,118,1652,2672,67830,854118,3064,22376,1516
776,1023,341,1.2895805447390132,259.0284291508987,4327368,0.464399304227822,t_count,119,119,1653,2692,67852,859210,3064,22384,1524
784,1023,341,1.2894306403062326,261.45668912735965,4258575,0.464650976614007,t_count,120,120,1654,2712,67874,864342,3064,22392,1532
792,1023,341,1.2891199861883993,263.88456905961874,4119588,0.464862538087089,t_count,121,121,1655,2732,67896,869514,3064,22400,1540
800,1023,341,1.2888959951074788,266.3128772293536,4022292,0.465089218024027,t_count,123,123,1657,2772,67940,879978,3064,22416,1556
808,1023,341,1.2886771003542474,268.74055956691814,3929504,0.465312979893528,t_count,124,124,1658,2792,67962,885270,3064,22424,1564
816,1023,341,1.2884634262289463,271.16809298290605,3841063,0.465533671879219,t_count,125,125,1659,2812,67984,890602,3064,22432,1572
824,1023,341,1.288250415073498,273.59548047518814,3754944,0.465751265567247,t_count,126,126,1660,2832,68006,895974,3064,22440,1580
832,1023,341,1.2880416560999601,276.02272503651136,3672481,0.465965817565847,t_count,127,127,1661,2852,68028,901386,3064,22448,1588
840,1023,341,1.287838431038496,278.44982943412634,3594003,0.466177359712839,t_count,128,128,1662,2872,68050,906838,3064,22456,1596
848,1023,341,1.2876375074169546,280.87679636138523,3518118,0.466385876805242,t_count,129,129,1663,2892,68072,912330,3064,22464,1604
856,1023,341,1.2874408934726136,283.3036283702867,3445465,0.466591408079968,t_count,130,130,1664,2912,68094,917862,3064,22472,1612
864,1023,341,1.2872454569395027,285.7308005688456,3374784,0.466793939826217,t_count,132,132,1666,2952,68138,929046,3064,22488,1628
872,1023,341,1.2870564682424723,288.1573698193645,3307861,0.466993544796542,t_count,133,133,1667,2972,68160,934698,3064,22496,1636
880,1023,341,1.2868710707756477,290.58381123361494,3243544,0.467190212490163,t_count,134,134,1668,2992,68182,940390,3064,22504,1644
888,1023,341,1.2866869238971477,293.010126926947,3180941,0.467383938494668,t_count,135,135,1669,3012,68204,946122,3064,22512,1652
896,1023,341,1.286506717372894,295.43631899811766,3120887,0.467574769807156,t_count,136,136,1670,3032,68226,951894,3064,22520,1660
904,1023,341,1.2863272220950988,297.8623894062166,3062236,0.467762694157243,t_count,137,137,1671,3052,68248,957706,3064,22528,1668
912,1023,341,1.2861536508189282,300.2883400706511,3006605,0.467947784314025,t_count,138,138,1672,3072,68270,963558,3064,22536,1676
920,1023,341,1.2859813258080812,302.71417282102317,2952407,0.468130014695954,t_count,139,139,1673,3092,68292,969450,3064,22544,1684
928,1023,341,1.28581225781684,305.1403605133089,2900217,0.468309426971853,t_count,141,141,1675,3132,68336,981354,3064,22560,1700
936,1023,341,1.2856450375577853,307.5659624627871,2849535,0.468486029519915,t_count,142,142,1676,3152,68358,987366,3064,22568,1708
944,1023,341,1.285481896606401,309.99145157859084,2800973,0.468659866877116,t_count,143,143,1677,3172,68380,993418,3064,22576,1716
952,1023,341,1.2853213680484854,312.4168294265561,2754024,0.468830947978442,t_count,144,144,1678,3192,68402,999510,3064,22584,1724
960,1023,341,1.285162424122766,314.8420974934713,2708341,0.468999286883119,t_count,145,145,1679,3212,68424,1005642,3064,22592,1732
968,1023,341,1.2850045158908012,317.2672572573883,2663732,0.46916490301496,t_count,146,146,1680,3232,68446,1011814,3064,22600,1740
976,1023,341,1.2848513097506307,319.6923101025051,2621179,0.469327856160988,t_count,147,147,1681,3252,68468,1018026,3064,22608,1748
984,1023,341,1.2846995601862656,322.11725740530335,2579723,0.469488141039724,t_count,148,148,1682,3272,68490,1024278,3064,22616,1756
992,1023,341,1.2845498256110275,324.5421004725613,2539483,0.469645789049939,t_count,149,149,1683,3292,68512,1030570,3064,22624,1764
1000,1023,341,1.2844028081547103,326.96730993267863,2500605,0.469800833239739,t_count,151,151,1685,3332,68556,1043274,3064,22640,1780
1008,1023,341,1.2842571261501639,329.39194810890694,2462687,0.469953287916739,t_count,152,152,1686,3352,68578,1049686,3064,22648,1788
1016,1023,341,1.284115990592154,331.8164856708179,2426521,0.470103209775191,t_count,153,153,1687,3372,68600,1056138,3064,22656,1796
1024,1023,341,1.2839750182645298,334.24092384452075,2390945,0.470250586870137,t_count,154,154,1688,3392,68622,1062630,3064,22664,1804
