d,n,k,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
848,1023,341,294.16347730635147,38476966763375132804120576,0.474510080562273,dw,183,183,1717,3972,69260,1268298,3064,22896,2036
856,1023,341,296.682211796304,38296428742167126815539200,0.474746723397168,dw,185,185,1719,4012,69304,1283722,3064,22912,2052
864,1023,341,299.20076552029207,38118408413777169511088128,0.474969475935607,dw,187,187,1721,4052,69348,1299306,3064,22928,2068
872,1023,341,301.71045513712676,37942847799567001967394816,0.475178469474459,dw,188,188,1722,4072,69370,1307158,3064,22936,2076
880,1023,341,304.22866658721216,37769690773067268943249408,0.475373850162823,dw,190,190,1724,4112,69414,1322982,3064,22952,2092
888,1023,341,306.74670047801806,37598882984591063194271744,0.475555777992502,dw,192,192,1726,4152,69458,1338966,3064,22968,2108
896,1023,341,309.2559169532973,37430371789564214226452480,0.475724425820849,dw,193,193,1727,4172,69480,1347018,3064,22976,2116
904,1023,341,311.773617106231,37264106180357366965338112,0.475879978426612,dw,195,195,1729,4212,69524,1363242,3064,22992,2132
912,1023,341,314.29114340696236,37100036721419812239048704,0.476022631599197,dw,197,197,1731,4252,69568,1379626,3064,23008,2148
920,1023,341,316.79990314196993,36938115487527280220045312,0.476152591261553,dw,198,198,1732,4272,69590,1387878,3064,23016,2156
928,1023,341,319.3171049716812,36778296004969033390620672,0.476270072626691,dw,200,200,1734,4312,69634,1404502,3064,23032,2172
936,1023,341,321.83413706357817,36620533195509942173302784,0.476375299387739,dw,202,202,1736,4352,69678,1421286,3064,23048,2188
944,1023,341,324.3424570921178,36464783322974238663507968,0.476468502941244,dw,203,203,1737,4372,69700,1429738,3064,23056,2196
952,1023,341,326.8591745444028,36311003942307419247345664,0.476549921643367,dw,205,205,1739,4412,69744,1446762,3064,23072,2212
960,1023,341,329.3757266938195,36159153850981185023377408,0.47661980009849,dw,207,207,1741,4452,69788,1463946,3064,23088,2228
968,1023,341,331.8836244691992,36009193042615500177145856,0.476678388479685,dw,208,208,1742,4472,69810,1472598,3064,23096,2236
976,1023,341,334.3998722217482,35861082662698827779145728,0.47672594188041,dw,210,210,1744,4512,69854,1490022,3064,23112,2252
984,1023,341,336.9159593475932,35714784966295642655686656,0.476762719696759,dw,212,212,1746,4552,69898,1507606,3064,23128,2268
992,1023,341,339.42345254887067,35570263277636308166508544,0.476788985039528,dw,213,213,1747,4572,69920,1516458,3064,23136,2276
1000,1023,341,341.939245793347,35427481951491499008983040,0.476805004175332,dw,215,215,1749,4612,69964,1534282,3064,23152,2292
1008,1023,341,344.4548832571118,35286406336238325740863488,0.476811045995967,dw,217,217,1751,4652,70008,1552266,3064,23168,2308
1016,1023,341,346.9619896162802,35147002738531686150045696,0.4768073815152,dw,218,218,1752,4672,70030,1561318,3064,23176,2316
1024,1023,341,349.4773438636547,35009238389498753761411072,0.476794283392151,dw,220,220,1754,4712,70074,1579542,3064,23192,2332
