d,n,k,theta,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
568,2047,682,1.2487098365817337,213.28520138922474,926971883,0.455140857674982,ge19,77,77,3147,1912,132454,1403194,6136,43552,1314
576,2047,682,1.249048795855429,215.78530401229514,984804702,0.455631016783595,ge19,79,79,3149,1952,132498,1410258,6136,43568,1330
584,2047,682,1.249291814282974,218.22106423133386,1028525394,0.456110419571821,ge19,80,80,3150,1972,132520,1413850,6136,43576,1338
592,2047,682,1.2467647712779975,220.69539918941172,655680176,0.45652761206867,ge19,80,80,3150,1972,132520,1413850,6136,43576,1338
600,2047,682,1.2496136670162583,223.15143331368228,1089487938,0.45704137967667,ge19,82,82,3152,2012,132564,1421154,6136,43592,1354
608,2047,682,1.2496999422021022,225.6447563027082,1106429263,0.457495277517923,ge19,83,83,3153,2032,132586,1424866,6136,43600,1362
616,2047,682,1.2499200087308147,228.07954131446175,1150986911,0.457941846519673,ge19,84,84,3154,2052,132608,1428618,6136,43608,1370
624,2047,682,1.2500042500370367,230.57115574531983,1168497326,0.458380401852197,ge19,85,85,3155,2072,132630,1432410,6136,43616,1378
632,2047,682,1.2502138830882046,233.00551144948082,1213357116,0.458814805999943,ge19,86,86,3156,2092,132652,1436242,6136,43624,1386
640,2047,682,1.2502899113679269,235.49550575586866,1230033561,0.45924039018911,ge19,87,87,3157,2112,132674,1440114,6136,43632,1394
648,2047,682,1.2504827639053304,237.9331178143021,1273474922,0.459662142203904,ge19,89,89,3159,2152,132718,1447978,6136,43648,1410
656,2047,682,1.2505548989908126,240.42159546179158,1290103764,0.460075770406255,ge19,90,90,3160,2172,132740,1451970,6136,43656,1418
664,2047,682,1.2507489564821324,242.85519121344234,1336024144,0.460486045625335,ge19,91,91,3161,2192,132762,1456002,6136,43664,1426
672,2047,682,1.2508181084370735,245.34219602421712,1352771080,0.460888477433287,ge19,92,92,3162,2212,132784,1460074,6136,43672,1434
680,2047,682,1.2509997095909062,247.77543413300506,1397840643,0.461287680800614,ge19,93,93,3163,2232,132806,1464186,6136,43680,1442
688,2047,682,1.2510665156830778,250.26103175427338,1414789826,0.461679517182846,ge19,94,94,3164,2252,132828,1468338,6136,43688,1450
696,2047,682,1.251241819022635,252.69393290135235,1460322785,0.462068289089372,ge19,95,95,3165,2272,132850,1472530,6136,43696,1458
704,2047,682,1.2513044352497236,255.17818414568575,1476935145,0.462449960612659,ge19,96,96,3166,2292,132872,1476762,6136,43704,1466
712,2047,682,1.251473447966944,257.61076685470385,1522790874,0.462828714361946,ge19,97,97,3167,2312,132894,1481034,6136,43712,1474
720,2047,682,1.2515346053916208,260.09372810643276,1539730204,0.463200638443841,ge19,98,98,3168,2332,132916,1485346,6136,43720,1482
728,2047,682,1.2514254729062404,262.5264937493846,1509586613,0.463564658013625,ge19,99,99,3169,2352,132938,1489698,6136,43728,1490
736,2047,682,1.2512486184240859,265.0095083479678,1462025595,0.463922751211678,ge19,100,100,3170,2372,132960,1494090,6136,43736,1498
744,2047,682,1.2518992978219203,267.4437157522969,1644903476,0.464291526904174,ge19,102,102,3172,2412,133004,1502994,6136,43752,1514
752,2047,682,1.2519553263856364,269.9242740390744,1661696882,0.464644720884689,ge19,103,103,3173,2432,133026,1507506,6136,43760,1522
760,2047,682,1.252103910520255,272.3560176453853,1707111376,0.464995083562139,ge19,104,104,3174,2452,133048,1512058,6136,43768,1530
768,2047,682,1.2521566178437376,274.8354320858913,1723518788,0.465339194856575,ge19,105,105,3175,2472,133070,1516650,6136,43776,1538
776,2047,682,1.252298848207945,277.26691374545925,1768625131,0.465680486854686,ge19,106,106,3176,2492,133092,1521282,6136,43784,1546
784,2047,682,1.2523474930011256,279.745226818338,1784322776,0.4660156501969,ge19,107,107,3177,2512,133114,1525954,6136,43792,1554
792,2047,682,1.2524868832386507,282.17645733139165,1830117237,0.46634806960218,ge19,108,108,3178,2532,133136,1530666,6136,43800,1562
800,2047,682,1.2525344583154028,284.6537086457315,1846016931,0.46667446258151,ge19,109,109,3179,2552,133158,1535418,6136,43808,1570
808,2047,682,1.2523915065561013,287.0853261001299,1798634895,0.466993097815402,ge19,110,110,3180,2572,133180,1540210,6136,43816,1578
816,2047,682,1.2527071946537056,289.5651367854446,1904959962,0.467315665631151,ge19,112,112,3182,2612,133224,1549914,6136,43832,1594
824,2047,682,1.2528329078793496,291.99591446846955,1949070702,0.467630522315222,ge19,113,113,3183,2632,133246,1554826,6136,43840,1602
832,2047,682,1.2528791087281919,294.4711722391196,1965540620,0.467939695760256,ge19,114,114,3184,2652,133268,1559778,6136,43848,1610
840,2047,682,1.2530017549729462,296.90172495144367,2009966229,0.468245980114384,ge19,115,115,3185,2672,133290,1564770,6136,43856,1618
848,2047,682,1.2530436952257746,299.37602535839216,2025390417,0.468546617330223,ge19,116,116,3186,2692,133312,1569802,6136,43864,1626
856,2047,682,1.253162424409981,301.80636038223605,2069723810,0.468844402170791,ge19,117,117,3187,2712,133334,1574874,6136,43872,1634
864,2047,682,1.2532059626029002,304.27973421009176,2086226930,0.46913669367618,ge19,118,118,3188,2732,133356,1579986,6136,43880,1642
872,2047,682,1.2533192005306442,306.7098581748407,2129789594,0.469426039070014,ge19,119,119,3189,2752,133378,1585138,6136,43888,1650
880,2047,682,1.2533589694583076,309.1823345450218,2145307132,0.469709979811076,ge19,120,120,3190,2772,133400,1590330,6136,43896,1658
888,2047,682,1.2531950257636866,311.6130040563488,2082059420,0.469986332995606,ge19,121,121,3191,2792,133422,1595562,6136,43904,1666
896,2047,682,1.2535021175215637,314.088289575349,2202132835,0.470266649623801,ge19,123,123,3193,2832,133466,1606146,6136,43920,1682
904,2047,682,1.2536081660271916,316.5180273456105,2245224842,0.470539457421413,ge19,124,124,3194,2852,133488,1611498,6136,43928,1690
912,2047,682,1.2536447531705102,318.9888078368757,2260290147,0.470807053605045,ge19,125,125,3195,2872,133510,1616890,6136,43936,1698
920,2047,682,1.2537492577516953,321.4183507856532,2303897858,0.471071773233409,ge19,126,126,3196,2892,133532,1622322,6136,43944,1706
928,2047,682,1.2537833257608189,323.88831140604725,2318298239,0.471331332375217,ge19,127,127,3197,2912,133554,1627794,6136,43952,1714
936,2047,682,1.2538829945233543,326.3176642008152,2360962422,0.471588014906355,ge19,128,128,3198,2932,133576,1633306,6136,43960,1722
944,2047,682,1.2539172947246375,328.7868283351387,2375829430,0.471839691861711,ge19,129,129,3199,2952,133598,1638858,6136,43968,1730
952,2047,682,1.2540146961759027,331.2159953298983,2418574140,0.472088492495815,ge19,130,130,3200,2972,133620,1644450,6136,43976,1738
960,2047,682,1.254041007285405,333.6889718173455,2430254601,0.47233227049153,ge19,132,132,3202,3012,133664,1655754,6136,43992,1754
968,2047,682,1.2538694788564024,336.1142502434362,2355125563,0.472569063488976,ge19,132,132,3202,3012,133664,1655754,6136,43992,1754
976,2047,682,1.2541673585889979,338.5856260721761,2487159691,0.472809519560652,ge19,134,134,3204,3052,133708,1667218,6136,44008,1770
984,2047,682,1.254258176379442,341.01444921311423,2528903203,0.473042890891714,ge19,135,135,3205,3072,133730,1673010,6136,44016,1778
992,2047,682,1.2542879450965567,343.481368478583,2542741212,0.473271560575599,ge19,136,136,3206,3092,133752,1678842,6136,44024,1786
1000,2047,682,1.2543771352085205,345.910016763934,2584668643,0.473497440438539,ge19,137,137,3207,3112,133774,1684714,6136,44032,1794
1008,2047,682,1.2544079849432297,348.37622172263247,2599334661,0.47371874520392,ge19,138,138,3208,3132,133796,1690626,6136,44040,1802
1016,2047,682,1.2544934143934976,350.80469856110756,2640395255,0.473937240719725,ge19,139,139,3209,3152,133818,1696578,6136,44048,1810
1024,2047,682,1.25452240701747,353.2702076066429,2654480337,0.47415127817138,ge19,140,140,3210,3172,133840,1702570,6136,44056,1818
