d,n,k,log_cost,pf_inv,eta,metric,gates,depth
272,511,170,135.55121604725838,215748430,0.454016297631564,classical,3025.0,18.0
280,511,170,138.91804768800725,266273868,0.455054826180303,classical,3025.0,18.0
288,511,170,142.28345998980367,326353414,0.456037965808296,classical,3025.0,18.0
296,511,170,145.6475354454954,397351395,0.456970008364464,classical,3025.0,18.0
304,511,170,149.0103496600941,480758466,0.457854815659914,classical,3025.0,18.0
312,511,170,152.37197208809113,578195320,0.458695871768298,classical,3025.0,18.0
320,511,170,155.73246667561364,691415822,0.459496327906443,classical,3025.0,18.0
328,511,170,159.09189242167264,822309555,0.460259041090221,classical,3025.0,18.0
336,511,170,162.4503038703406,972903761,0.460986607546427,classical,3025.0,18.0
344,511,170,165.8077515437379,1145364666,0.461681391689315,classical,3025.0,18.0
352,511,170,169.16428232410695,1341998185,0.462345551331465,classical,3025.0,18.0
360,511,170,172.5199397919414,1565250016,0.462981059685912,classical,3025.0,18.0
368,511,170,175.87476452605728,1817705125,0.463589724624567,classical,3025.0,18.0
376,511,170,179.22879437059768,2102086642,0.464173205582739,classical,3025.0,18.0
384,511,170,182.58206467322077,2421254182,0.4647330284377,classical,3025.0,18.0
392,511,170,185.93460849809932,2778201611,0.465270598638205,classical,3025.0,18.0
400,511,170,189.28645681684256,3176054293,0.46578721281954,classical,3025.0,18.0
408,511,170,192.63763868001277,3618065834,0.466284069103531,classical,3025.0,18.0
416,511,170,195.98818137154234,4107614360,0.466762276253517,classical,3025.0,18.0
424,511,170,199.3381105480451,4648198361,0.467222861829718,classical,3025.0,18.0
432,511,170,202.68745036475025,5243432133,0.467666779469748,classical,3025.0,18.0
440,511,170,206.03622358956312,5897040859,0.468094915401565,classical,3025.0,18.0
448,511,170,209.38445034388877,6612855354,0.46850784327527,classical,3025.0,18.0
456,511,170,212.73215382813675,7394806519,0.468906866883716,classical,3025.0,18.0
464,511,170,216.07935175456487,8246919536,0.469292430457194,classical,3025.0,18.0
472,511,170,219.4260622806625,9173307836,0.46966520207318,classical,3025.0,18.0
480,511,170,222.7562505431023,10178166889,0.467069225642042,classical,3025.0,18.0
488,511,170,226.10254103287045,11265767821,0.467513221575098,classical,3025.0,18.0
496,511,170,229.44850620350556,12440450928,0.467966836837485,classical,3025.0,18.0
504,511,170,232.79415494421778,13706619079,0.46842946904982,classical,3025.0,18.0
512,511,170,236.13949507693545,15068731077,0.468900424453382,classical,3025.0,18.0
520,1023,341,240.41523314175663,49163168629931890761007104,0.454552282048385,classical,6093.0,20.0
528,1023,341,243.76050828678964,48788229896858216477753344,0.455151625471316,classical,6093.0,20.0
536,1023,341,247.1054832440106,48421740675721770838261760,0.455754929250386,classical,6093.0,20.0
544,1023,341,250.45016326637557,48063388301588979966279680,0.45636137290265,classical,6093.0,20.0
552,1023,341,253.79455298799735,47712876071156516237869056,0.456970100856061,classical,6093.0,20.0
560,1023,341,257.13865650530613,47369922210145597300670464,0.457580233527992,classical,6093.0,20.0
568,1023,341,260.482477450385,47034258921187124726202368,0.458190877161391,classical,6093.0,20.0
576,1023,341,263.82601905707617,46705631504886176258457600,0.458801132511609,classical,6093.0,20.0
584,1023,341,267.16928422042434,46383797547510417305108480,0.459410102473964,classical,6093.0,20.0
592,1023,341,270.5122755499908,46068526169414787422748672,0.460016898738507,classical,6093.0,20.0
600,1023,341,273.85499541754325,45759597328908081380196352,0.46062064755443,classical,6093.0,20.0
608,1023,341,277.19744599959097,45456801176791365401444352,0.461220494682263,classical,6093.0,20.0
616,1023,341,280.5396293152072,45159937457266363574779904,0.461815609607502,classical,6093.0,20.0
624,1023,341,283.8815472595471,44868814951327762378391552,0.462405189084818,classical,6093.0,20.0
632,1023,341,287.2232016334439,44583250959124019770556416,0.462988460077421,classical,6093.0,20.0
640,1023,341,290.5645941694343,44303070818103068695986176,0.463564682151705,classical,6093.0,20.0
648,1023,341,293.90572655454105,44028107454055563114053632,0.464133149382954,classical,6093.0,20.0
656,1023,341,297.2466004501119,43758200962433803763056640,0.464693191823684,classical,6093.0,20.0
664,1023,341,300.58721750899457,43493198217562611041435648,0.465244176582151,classical,6093.0,20.0
672,1023,341,303.9275793903015,43232952507572602405912576,0.465785508554731,classical,6093.0,20.0
680,1023,341,307.2676877719991,42977323193078479933407232,0.466316630852248,classical,6093.0,20.0
688,1023,341,310.6075443615378,42726175387798424602542080,0.466837024956869,classical,6093.0,20.0
696,1023,341,313.9471509047187,42479379659466987710447616,0.467346210642995,classical,6093.0,20.0
704,1023,341,317.28650919297894,42236811749534959516254208,0.467843745692544,classical,6093.0,20.0
712,1023,341,320.6256210692597,41998352310277341630693376,0.468329225432237,classical,6093.0,20.0
720,1023,341,323.9644884326087,41763886658045886722998272,0.468802282117869,classical,6093.0,20.0
728,1023,341,327.3031132416545,41533304541507500678053888,0.469262584188148,classical,6093.0,20.0
736,1023,341,330.6414975170784,41306499923804678164316160,0.469709835408453,classical,6093.0,20.0
744,1023,341,333.9796433431979,41083370777659990379331584,0.470143773922794,classical,6093.0,20.0
752,1023,341,337.3175528687673,40863818892525860116496384,0.470564171230387,classical,6093.0,20.0
760,1023,341,340.6552283070878,40647749692951047652245504,0.470970831101492,classical,6093.0,20.0
768,1023,341,343.9926719355158,40435072067401361909612544,0.471363588445625,classical,6093.0,20.0
776,1023,341,347.32988609444527,40225698206830548679131136,0.471742308143739,classical,6093.0,20.0
784,1023,341,350.66687318583604,40019543452351939662053376,0.472106883854706,classical,6093.0,20.0
792,1023,341,354.003635671352,39816526151410494627381248,0.472457236805197,classical,6093.0,20.0
800,1023,341,357.34017607016676,39616567521900395627544576,0.472793314570966,classical,6093.0,20.0
808,1023,341,360.6764969564891,39419591523714592493535232,0.473115089856565,classical,6093.0,20.0
816,1023,341,364.0126009568558,39225524737250537492185088,0.47342255927961,classical,6093.0,20.0
824,1023,341,367.3484907472339,39034296248431385371475968,0.473715742164909,classical,6093.0,20.0
832,1023,341,370.6841690499702,38845837539833571748872192,0.473994679353037,classical,6093.0,20.0
840,1023,341,374.0196386306229,38660082387541283712270336,0.474259432027278,classical,6093.0,20.0
848,1023,341,377.35490229470616,38476966763375132804120576,0.474510080562273,classical,6093.0,20.0
856,1023,341,380.68996288437324,38296428742167126815539200,0.474746723397168,classical,6093.0,20.0
864,1023,341,384.02482327506453,38118408413777169511088128,0.474969475935607,classical,6093.0,20.0
872,1023,341,387.35948637214136,37942847799567001967394816,0.475178469474459,classical,6093.0,20.0
880,1023,341,390.6939551075241,37769690773067268943249408,0.475373850162823,classical,6093.0,20.0
888,1023,341,394.0282324363522,37598882984591063194271744,0.475555777992502,classical,6093.0,20.0
896,1023,341,397.36232133368037,37430371789564214226452480,0.475724425820849,classical,6093.0,20.0
904,1023,341,400.69622479122444,37264106180357366965338112,0.475879978426612,classical,6093.0,20.0
912,1023,341,404.0299458141672,37100036721419812239048704,0.476022631599197,classical,6093.0,20.0
920,1023,341,407.36348741803505,36938115487527280220045312,0.476152591261553,classical,6093.0,20.0
928,1023,341,410.69685262565184,36778296004969033390620672,0.476270072626691,classical,6093.0,20.0
936,1023,341,414.03004446417947,36620533195509942173302784,0.476375299387739,classical,6093.0,20.0
944,1023,341,417.3630659622483,36464783322974238663507968,0.476468502941244,classical,6093.0,20.0
952,1023,341,420.6959201471839,36311003942307419247345664,0.476549921643367,classical,6093.0,20.0
960,1023,341,424.0286100423338,36159153850981185023377408,0.47661980009849,classical,6093.0,20.0
968,1023,341,427.3611386644963,36009193042615500177145856,0.476678388479685,classical,6093.0,20.0
976,1023,341,430.693509021454,35861082662698827779145728,0.47672594188041,classical,6093.0,20.0
984,1023,341,434.0257241096144,35714784966295642655686656,0.476762719696759,classical,6093.0,20.0
992,1023,341,437.357786911757,35570263277636308166508544,0.476788985039528,classical,6093.0,20.0
1000,1023,341,440.689700394888,35427481951491499008983040,0.476805004175332,classical,6093.0,20.0
1008,1023,341,444.02146750820344,35286406336238325740863488,0.476811045995967,classical,6093.0,20.0
1016,1023,341,447.35309118115754,35147002738531686150045696,0.4768073815152,classical,6093.0,20.0
1024,1023,341,450.6845743216382,35009238389498753761411072,0.476794283392151,classical,6093.0,20.0
