d,n,k,theta,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
840,1023,341,1.3161465662742828,265.1710354554943,85060989,0.46644959783934,naive_quantum,1,1,1,1,1,1,1,1,1
848,1023,341,1.3156465786557268,267.59747011076644,80219824,0.466654339275785,naive_quantum,1,1,1,1,1,1,1,1,1
856,1023,341,1.3151567211669224,270.0237661933034,75751227,0.466856109955114,naive_quantum,1,1,1,1,1,1,1,1,1
864,1023,341,1.3146769670043135,272.4499266422563,71622660,0.467054926292921,naive_quantum,1,1,1,1,1,1,1,1,1
872,1023,341,1.314205253400206,274.87595429125247,67788679,0.467250790974161,naive_quantum,1,1,1,1,1,1,1,1,1
880,1023,341,1.3137436584803666,277.3018518255337,64241093,0.467443743420175,naive_quantum,1,1,1,1,1,1,1,1,1
888,1023,341,1.313292368518211,279.7276218256201,60957161,0.467633806607057,naive_quantum,1,1,1,1,1,1,1,1,1
896,1023,341,1.3128478906631105,282.15326676883444,57891428,0.467820971905728,naive_quantum,1,1,1,1,1,1,1,1,1
904,1023,341,1.312412676372829,284.57878901829105,55043151,0.46800528294517,naive_quantum,1,1,1,1,1,1,1,1,1
912,1023,341,1.3119844466392736,287.0041907948061,52381181,0.468186742735042,naive_quantum,1,1,1,1,1,1,1,1,1
920,1023,341,1.3115621287257355,289.4294743067001,49885567,0.468365381337705,naive_quantum,1,1,1,1,1,1,1,1,1
928,1023,341,1.3111488876431208,291.85464140471885,47561927,0.468541187902492,naive_quantum,1,1,1,1,1,1,1,1,1
936,1023,341,1.3107468855537794,294.2796944164438,45408291,0.468714281669172,naive_quantum,1,1,1,1,1,1,1,1,1
944,1023,341,1.3103446441491133,296.70463487439787,43353712,0.468884559073112,naive_quantum,1,1,1,1,1,1,1,1,1
952,1023,341,1.3099538322287851,299.1294648060286,41449096,0.469052144045145,naive_quantum,1,1,1,1,1,1,1,1,1
960,1023,341,1.309568283165467,301.55418587026475,39654451,0.469217010357728,naive_quantum,1,1,1,1,1,1,1,1,1
968,1023,341,1.3091897544126543,303.9787997174892,37970241,0.46937919898797,naive_quantum,1,1,1,1,1,1,1,1,1
976,1023,341,1.308817809771204,306.4033079310867,36387002,0.469538732992868,naive_quantum,1,1,1,1,1,1,1,1,1
984,1023,341,1.3084519375251469,308.82771203900575,34895871,0.469695635347954,naive_quantum,1,1,1,1,1,1,1,1,1
992,1023,341,1.308093158779932,311.2520134768022,33494705,0.469849941983598,naive_quantum,1,1,1,1,1,1,1,1,1
1000,1023,341,1.3077416556062185,313.6762136899901,32178096,0.470001682255798,naive_quantum,1,1,1,1,1,1,1,1,1
1008,1023,341,1.3073938566810257,316.1003139941868,30927775,0.470150855893623,naive_quantum,1,1,1,1,1,1,1,1,1
1016,1023,341,1.3070513244470534,318.52431569093676,29745253,0.470297504514075,naive_quantum,1,1,1,1,1,1,1,1,1
1024,1023,341,1.306713867460439,320.9482200387666,28625757,0.470441655919415,naive_quantum,1,1,1,1,1,1,1,1,1
